Script,Time (s),Threads,TPS,QPS,Reads,Writes,Other,Latency (ms;95%),ErrPs,ReconnPs
int_queries_comb_length_4_select,35.00,1.00,454.01,1492.21,453.61,1038.60,0.00,2731.03,0.00,0.00
int_queries_comb_length_4_select,40.00,1.00,453.19,1549.37,452.79,1096.58,0.00,2587.53,0.00,0.00
int_queries_comb_length_4_select,45.00,1.00,453.00,1518.42,452.60,1065.82,0.00,2634.50,0.00,0.00
int_queries_comb_length_4_select,50.00,1.00,452.21,1545.61,451.81,1093.80,0.00,2587.57,0.00,0.00
int_queries_comb_length_4_select,55.00,1.00,454.20,1548.60,453.80,1094.80,0.00,2587.53,0.00,0.00
int_queries_comb_length_4_select,60.00,1.00,454.39,1549.80,453.99,1095.81,0.00,2587.53,0.00,0.00
varchar_queries_comb_length_16_select,5.00,1.00,381.93,1447.31,381.93,1064.98,0.40,2731.47,0.00,0.00
varchar_queries_comb_length_16_select,10.00,1.00,383.84,1481.95,383.44,1098.51,0.00,2541.83,0.00,0.00
varchar_queries_comb_length_16_select,15.00,1.00,384.59,1490.19,384.19,1106.00,0.00,2541.83,0.00,0.00
varchar_queries_comb_length_16_select,20.00,1.00,383.41,1474.00,383.01,1090.99,0.00,2587.97,0.00,0.00
varchar_queries_comb_length_16_select,25.00,1.00,385.40,1449.41,385.00,1064.41,0.00,2682.77,0.00,0.00
varchar_queries_comb_length_16_select,30.00,1.00,385.19,1472.99,384.79,1088.20,0.00,2634.94,0.00,0.00
varchar_queries_comb_length_16_select,35.00,1.00,384.40,1472.60,384.00,1088.60,0.00,2587.97,0.00,0.00
varchar_queries_comb_length_16_select,40.00,1.00,384.20,1488.59,383.80,1104.79,0.00,2541.78,0.00,0.00
varchar_queries_comb_length_16_select,45.00,1.00,385.20,1500.62,384.80,1115.82,0.00,2541.83,0.00,0.00
varchar_queries_comb_length_16_select,50.00,1.00,386.00,1475.79,385.60,1090.19,0.00,2541.78,0.00,0.00
varchar_queries_comb_length_16_select,55.00,1.00,384.80,1451.60,384.40,1067.20,0.00,2587.97,0.00,0.00
varchar_queries_comb_length_16_select,60.00,1.00,384.60,1424.61,384.20,1040.41,0.00,2831.53,0.00,0.00
varchar_queries_comb_length_4_select,5.00,1.00,405.72,1511.51,405.72,1105.39,0.40,2496.38,0.00,0.00
varchar_queries_comb_length_4_select,10.00,1.00,409.43,1495.52,409.03,1086.49,0.00,2587.79,0.00,0.00
varchar_queries_comb_length_4_select,15.00,1.00,408.40,1487.39,408.00,1079.39,0.00,2634.76,0.00,0.00
varchar_queries_comb_length_4_select,20.00,1.00,406.60,1486.61,406.20,1080.41,0.00,2587.83,0.00,0.00
varchar_queries_comb_length_4_select,25.00,1.00,408.60,1499.40,408.20,1091.20,0.00,2587.79,0.00,0.00
varchar_queries_comb_length_4_select,30.00,1.00,408.81,1490.80,408.41,1082.39,0.00,2587.79,0.00,0.00
varchar_queries_comb_length_4_select,35.00,1.00,407.99,1488.19,407.59,1080.60,0.00,2634.76,0.00,0.00
varchar_queries_comb_length_4_select,40.00,1.00,409.00,1507.20,408.60,1098.60,0.00,2587.79,0.00,0.00
varchar_queries_comb_length_4_select,45.00,1.00,408.61,1509.61,408.21,1101.40,0.00,2587.79,0.00,0.00
varchar_queries_comb_length_4_select,50.00,1.00,407.99,1484.79,407.59,1077.20,0.00,2634.76,0.00,0.00
varchar_queries_comb_length_4_select,55.00,1.00,408.61,1460.41,408.21,1052.20,0.00,2682.59,0.00,0.00
varchar_queries_comb_length_4_select,60.00,1.00,410.20,1460.00,409.80,1050.20,0.00,2682.59,0.00,0.00
