Script,Time (s),Threads,TPS,QPS,Reads,Writes,Other,Latency (ms;95%),ErrPs,ReconnPs
replication_db_mysql_master_slave_select_with_port_3307,60.00,1.00,229.20,1040.99,229.00,811.59,0.40,3453.02,0.00,0.00
replication_db_mysql_master_slave_select_with_port_3308,60.00,1.00,229.40,1041.19,229.20,811.59,0.40,3453.02,0.00,0.00
replication_db_mysql_master_slave_select_with_port_3309,60.00,1.00,228.60,1040.39,228.40,811.59,0.40,3453.10,0.00,0.00
replication_db_mysql_master_slave_select_with_port_3310,60.00,1.00,227.80,1039.59,227.60,811.59,0.40,3453.10,0.00,0.00
replication_db_mysql_single_server_no_select,5.00,1.00,438.54,1209.39,438.94,769.25,1.20,3642.33,0.00,0.00
replication_db_mysql_single_server_no_select,10.00,1.00,440.82,1326.69,440.62,885.67,0.40,3328.90,0.00,0.00
replication_db_mysql_single_server_no_select,15.00,1.00,441.79,1254.20,441.39,812.01,0.80,3450.88,0.00,0.00
replication_db_mysql_single_server_no_select,20.00,1.00,441.60,1243.60,441.40,801.80,0.40,3450.88,0.00,0.00
replication_db_mysql_single_server_no_select,25.00,1.00,440.80,1232.20,440.40,791.00,0.80,3577.34,0.00,0.00
replication_db_mysql_single_server_no_select,30.00,1.00,442.00,1244.40,441.80,802.20,0.40,3513.54,0.00,0.00
replication_db_mysql_single_server_no_select,35.00,1.00,443.40,1218.20,443.00,774.40,0.80,3577.34,0.00,0.00
replication_db_mysql_single_server_no_select,40.00,1.00,444.20,1279.81,444.00,835.41,0.40,3513.54,0.00,0.00
replication_db_mysql_single_server_no_select,45.00,1.00,439.00,1281.59,438.60,842.19,0.80,3269.54,0.00,0.00
replication_db_mysql_single_server_no_select,50.00,1.00,442.60,1219.79,442.40,776.99,0.40,3513.54,0.00,0.00
replication_db_mysql_single_server_no_select,55.00,1.00,437.00,1211.21,436.80,774.01,0.40,3642.33,0.00,0.00
replication_db_mysql_single_server_no_select,60.00,1.00,440.20,1179.00,439.80,738.40,0.80,3775.81,0.00,0.00
